dataset,design,error,exact_result,filename,mean_approx_result,query,result_size,sampling_rate,selectivity
uniform,WD,0.082,12330426888,WD_06-samplingRate10.0pc.log,12330888432,6,1005,10,-1
uniform,WD,0.054,12330426888,WD_06-samplingRate20.0pc.log,12330132841,6,1005,20,-1
uniform,WD,0.027,12330426888,WD_06-samplingRate50.0pc.log,12330548369,6,1005,50,-1
uniform,WD,0.449,11241397414,WD_Selectivity01_06-samplingRate1.00pc.log,11241503400,6,1005,1,1
uniform,WD,0.320,11241397414,WD_Selectivity01_06-samplingRate2.00pc.log,11244177146,6,1005,2,1
uniform,WD,0.206,11241397414,WD_Selectivity01_06-samplingRate5.00pc.log,11241263159,6,1005,5,1
uniform,WD,0.135,11241397414,WD_Selectivity01_06-samplingRate10.0pc.log,11241683778,6,1005,10,1
uniform,WD,0.088,11241397414,WD_Selectivity01_06-samplingRate20.0pc.log,11240879271,6,1005,20,1
uniform,WD,0.045,11241397414,WD_Selectivity01_06-samplingRate50.0pc.log,11241241190,6,1005,50,1
uniform,WD,0.321,22779043496,WD_Selectivity02_06-samplingRate1.00pc.log,22778381538,6,1005,1,2
uniform,WD,0.210,22779043496,WD_Selectivity02_06-samplingRate2.00pc.log,22778576813,6,1005,2,2
uniform,WD,0.140,22779043496,WD_Selectivity02_06-samplingRate5.00pc.log,22779357417,6,1005,5,2
uniform,WD,0.098,22779043496,WD_Selectivity02_06-samplingRate10.0pc.log,22778206803,6,1005,10,2
uniform,WD,0.066,22779043496,WD_Selectivity02_06-samplingRate20.0pc.log,22779293856,6,1005,20,2
uniform,WD,0.033,22779043496,WD_Selectivity02_06-samplingRate50.0pc.log,22778693703,6,1005,50,2
uniform,WD,0.208,57217693829,WD_Selectivity05_06-samplingRate1.00pc.log,57222368535,6,1005,1,5
uniform,WD,0.142,57217693829,WD_Selectivity05_06-samplingRate2.00pc.log,57220291309,6,1005,2,5
uniform,WD,0.089,57217693829,WD_Selectivity05_06-samplingRate5.00pc.log,57216135665,6,1005,5,5
uniform,WD,0.060,57217693829,WD_Selectivity05_06-samplingRate10.0pc.log,57219942852,6,1005,10,5
uniform,WD,0.040,57217693829,WD_Selectivity05_06-samplingRate20.0pc.log,57218346224,6,1005,20,5
uniform,WD,0.021,57217693829,WD_Selectivity05_06-samplingRate50.0pc.log,57217339242,6,1005,50,5
uniform,WD,0.140,114894337070,WD_Selectivity10_06-samplingRate1.00pc.log,114888256182,6,1005,1,10
uniform,WD,0.103,114894337070,WD_Selectivity10_06-samplingRate2.00pc.log,114894059971,6,1005,2,10
uniform,WD,0.063,114894337070,WD_Selectivity10_06-samplingRate5.00pc.log,114890121980,6,1005,5,10
uniform,WD,0.044,114894337070,WD_Selectivity10_06-samplingRate10.0pc.log,114894678174,6,1005,10,10
uniform,WD,0.029,114894337070,WD_Selectivity10_06-samplingRate20.0pc.log,114892124600,6,1005,20,10
uniform,WD,0.014,114894337070,WD_Selectivity10_06-samplingRate50.0pc.log,114895368954,6,1005,50,10
uniform,WD,0.100,230321539071,WD_Selectivity20_06-samplingRate1.00pc.log,230325636349,6,1005,1,20
uniform,WD,0.072,230321539071,WD_Selectivity20_06-samplingRate2.00pc.log,230329628655,6,1005,2,20
uniform,WD,0.045,230321539071,WD_Selectivity20_06-samplingRate5.00pc.log,230324929038,6,1005,5,20
uniform,WD,0.030,230321539071,WD_Selectivity20_06-samplingRate10.0pc.log,230324382855,6,1005,10,20
uniform,WD,0.021,230321539071,WD_Selectivity20_06-samplingRate20.0pc.log,230322899501,6,1005,20,20
uniform,WD,0.010,230321539071,WD_Selectivity20_06-samplingRate50.0pc.log,230322580574,6,1005,50,20
uniform,WD,0.067,573991452330,WD_Selectivity50_06-samplingRate1.00pc.log,573986028856,6,1005,1,50
uniform,WD,0.049,573991452330,WD_Selectivity50_06-samplingRate2.00pc.log,574018336801,6,1005,2,50
uniform,WD,0.030,573991452330,WD_Selectivity50_06-samplingRate5.00pc.log,573992595822,6,1005,5,50
uniform,WD,0.021,573991452330,WD_Selectivity50_06-samplingRate10.0pc.log,573986099627,6,1005,10,50
uniform,WD,0.014,573991452330,WD_Selectivity50_06-samplingRate20.0pc.log,573991169788,6,1005,20,50
uniform,WD,0.007,573991452330,WD_Selectivity50_06-samplingRate50.0pc.log,573990949972,6,1005,50,50
uniform,SdWithRedundancy,0.176,768894771701,SdWithRedundancy_09-samplingRate1.00pc.log,768978226937,9,1005,1,-1
uniform,SdWithRedundancy,0.119,768894771701,SdWithRedundancy_09-samplingRate2.00pc.log,768880875061,9,1005,2,-1
uniform,SdWithRedundancy,0.075,768894771701,SdWithRedundancy_09-samplingRate5.00pc.log,768876139438,9,1005,5,-1
uniform,SdWithRedundancy,0.052,768894771701,SdWithRedundancy_09-samplingRate10.0pc.log,768897979920,9,1005,10,-1
uniform,SdWithRedundancy,0.033,768894771701,SdWithRedundancy_09-samplingRate20.0pc.log,768894152831,9,1005,20,-1
uniform,SdWithRedundancy,0.017,768894771701,SdWithRedundancy_09-samplingRate50.0pc.log,768901453339,9,1005,50,-1
uniform,SdWoRedundancy,1.961,768894771701,SdWoRedundancy_09-samplingRate1.00pc.log,769627587978,9,1005,1,-1
uniform,SdWoRedundancy,1.035,768894771701,SdWoRedundancy_09-samplingRate2.00pc.log,768886816073,9,1005,2,-1
uniform,SdWoRedundancy,0.483,768894771701,SdWoRedundancy_09-samplingRate5.00pc.log,768989593619,9,1005,5,-1
uniform,SdWoRedundancy,0.282,768894771701,SdWoRedundancy_09-samplingRate10.0pc.log,768823331955,9,1005,10,-1
uniform,SdWoRedundancy,0.174,768894771701,SdWoRedundancy_09-samplingRate20.0pc.log,768860138108,9,1005,20,-1
uniform,SdWoRedundancy,0.090,768894771701,SdWoRedundancy_09-samplingRate50.0pc.log,768856902816,9,1005,50,-1
uniform,WD,0.815,768894771701,WD_09-samplingRate1.00pc.log,768705306114,9,1005,1,-1
uniform,WD,0.558,768894771701,WD_09-samplingRate2.00pc.log,769192997471,9,1005,2,-1
uniform,WD,0.334,768894771701,WD_09-samplingRate5.00pc.log,768913571848,9,1005,5,-1
uniform,WD,0.240,768894771701,WD_09-samplingRate10.0pc.log,768811459660,9,1005,10,-1
uniform,WD,0.161,768894771701,WD_09-samplingRate20.0pc.log,768942213001,9,1005,20,-1
uniform,WD,0.079,768894771701,WD_09-samplingRate50.0pc.log,768878131195,9,1005,50,-1
uniform,WD,6.409,32087018,WD_17-samplingRate1.00pc.log,32089953,17,1005,1,-1
uniform,WD,4.541,32087018,WD_17-samplingRate2.00pc.log,32070796,17,1005,2,-1
uniform,WD,2.896,32087018,WD_17-samplingRate5.00pc.log,32058914,17,1005,5,-1
uniform,WD,1.953,32087018,WD_17-samplingRate10.0pc.log,32050059,17,1005,10,-1
uniform,WD,1.272,32087018,WD_17-samplingRate20.0pc.log,32088841,17,1005,20,-1
uniform,WD,0.658,32087018,WD_17-samplingRate50.0pc.log,32089991,17,1005,50,-1
uniform,SdWithRedundancy,8.572,298937728,SdWithRedundancy_19-samplingRate1.00pc.log,297740373,19,1005,1,-1
uniform,SdWithRedundancy,5.698,298937728,SdWithRedundancy_19-samplingRate2.00pc.log,298113335,19,1005,2,-1
uniform,SdWithRedundancy,3.661,298937728,SdWithRedundancy_19-samplingRate5.00pc.log,298719908,19,1005,5,-1
uniform,SdWithRedundancy,2.423,298937728,SdWithRedundancy_19-samplingRate10.0pc.log,299368722,19,1005,10,-1
uniform,SdWithRedundancy,1.671,298937728,SdWithRedundancy_19-samplingRate20.0pc.log,299377951,19,1005,20,-1
uniform,SdWithRedundancy,0.874,298937728,SdWithRedundancy_19-samplingRate50.0pc.log,298793595,19,1005,50,-1
uniform,SdWoRedundancy,77.761,298937728,SdWoRedundancy_19-samplingRate1.00pc.log,450688883,19,692,1,-1
uniform,SdWoRedundancy,40.834,298937728,SdWoRedundancy_19-samplingRate2.00pc.log,304010220,19,991,2,-1
uniform,SdWoRedundancy,16.715,298937728,SdWoRedundancy_19-samplingRate5.00pc.log,295628688,19,1005,5,-1
uniform,SdWoRedundancy,8.172,298937728,SdWoRedundancy_19-samplingRate10.0pc.log,299896225,19,1005,10,-1
uniform,SdWoRedundancy,4.033,298937728,SdWoRedundancy_19-samplingRate20.0pc.log,299799251,19,1005,20,-1
uniform,SdWoRedundancy,1.463,298937728,SdWoRedundancy_19-samplingRate50.0pc.log,298769457,19,1005,50,-1
uniform,WD,8.543,298937728,WD_19-samplingRate1.00pc.log,299511083,19,1005,1,-1
uniform,WD,6.086,298937728,WD_19-samplingRate2.00pc.log,298580351,19,1005,2,-1
uniform,WD,3.757,298937728,WD_19-samplingRate5.00pc.log,299419454,19,1005,5,-1
uniform,WD,2.560,298937728,WD_19-samplingRate10.0pc.log,299019705,19,1005,10,-1
uniform,WD,1.715,298937728,WD_19-samplingRate20.0pc.log,299152778,19,1005,20,-1
uniform,WD,0.869,298937728,WD_19-samplingRate50.0pc.log,298917294,19,1005,50,-1
